name,stance,height_in,weight_lb,reach_in,date_of_birth,record,source_url,nickname,weight_class
Bill Mahood,Orthodox,75.0,200.0,,,,,The Butcher,Light Heavyweight
Steve Vigneault,Orthodox,61.0,185.0,,,,,Lionheart,Middleweight
JC Cottrell,Orthodox,69.0,155.0,,,,,No Nickname,Lightweight
Jason Gonzalez,Southpaw,74.0,155.0,74.0,,,,Nicoya,Lightweight
JR Coughran,Orthodox,66.0,145.0,,,,,Bam Bam,
Alex Gilpin,Orthodox,67.0,145.0,,,,,No Nickname,
Rashad Coulter,Orthodox,71.0,205.0,76.0,,,,Daywalker,Light Heavyweight
Chris de la Rocha,Orthodox,75.0,250.0,80.0,,,,No Nickname,Heavyweight
Dave Courchaine,Orthodox,68.0,170.0,,,,,No Nickname,
Nathan Coy,Southpaw,61.0,170.0,69.0,,,,Soulforce,Welterweight
James Toney,Orthodox,69.0,220.0,,,,,Lights Out,Heavyweight
Brandon Vera,Orthodox,75.0,230.0,78.0,,,,The Truth,Light Heavyweight
Mike van Arsdale,Switch,74.0,205.0,,,,,No Nickname,Heavyweight
Enson Inoue,Orthodox,61.0,210.0,,,,,Yamato Damashii,Lightweight
Tony Halme,Orthodox,75.0,300.0,,,,,No Nickname,Heavyweight
Kim Couture,Orthodox,68.0,135.0,,,,,Sugar Free,
Kerry Vera,Orthodox,67.0,135.0,,,,,No Nickname,
Lina Kvokov,Orthodox,69.0,135.0,,,,,No Nickname,
Ryan Couture,Orthodox,61.0,155.0,73.0,,,,No Nickname,Lightweight
Conor Heun,Orthodox,61.0,155.0,,,,,Hurricane,
Lee Higgins,Orthodox,,155.0,,,,,No Nickname,
Lucas Stark,Orthodox,,155.0,,,,,No Nickname,
Nikk Covert,Orthodox,68.0,185.0,,,,,The Brick,
Nik Theotikos,Orthodox,,185.0,,,,,No Nickname,
Jonathan Meunier,Switch,75.0,170.0,,,,,District,Welterweight
Wagner Silva,Orthodox,72.0,170.0,,,,,Wagnao,Welterweight
Claudia Leite,Orthodox,63.0,135.0,64.0,,,,No Nickname,
Jeff Cox,Orthodox,61.0,155.0,,,,,The Grinder,Lightweight
Jonavin Webb,Orthodox,61.0,170.0,,,,,The Spyder,Welterweight
Danny Roberts,Southpaw,73.0,170.0,74.0,,,,Hot Chocolate,Welterweight
Nate Moore,Orthodox,72.0,170.0,,,,,No Nickname,
Lyman Good,Orthodox,72.0,170.0,74.0,,,,Cyborg,Welterweight
Ronny Markes,Orthodox,73.0,185.0,75.0,,,,No Nickname,Middleweight
Jamahal Hill,Southpaw,76.0,205.0,79.0,,,,Sweet Dreams,Light Heavyweight
Vinicius Moreira,Orthodox,76.0,205.0,76.0,,,,Mamute,Light Heavyweight
Alberto Crane,Orthodox,65.0,155.0,,,,,No Nickname,Lightweight
Roger Huerta,Orthodox,69.0,155.0,70.0,,,,El Matador,Lightweight
Nate Loughran,Orthodox,74.0,185.0,,,,,No Nickname,Middleweight
Cale Yarbrough,Orthodox,73.0,185.0,,,,,No Nickname,Middleweight
Paul Creighton,Southpaw,66.0,155.0,,,,,No Nickname,Lightweight
BJ Penn,Orthodox,69.0,155.0,70.0,,,,The Prodigy,Welterweight
Alexander Crispim,Orthodox,,145.0,,,,,No Nickname,
AJ Fonseca,Orthodox,64.0,145.0,,,,,No Nickname,
Melissa Croden,Orthodox,,135.0,,,,,Scare,
Luana Santos,Orthodox,66.0,135.0,67.0,,,,No Nickname,Women's Bantamweight
Kiefer Crosbie,Switch,71.0,170.0,70.0,,,,BDK,Welterweight
Taiyilake Nueraji,Southpaw,74.0,170.0,75.0,,,,Super Saiyan,Welterweight
Ken Cross,Southpaw,72.0,155.0,72.0,,,,The Boss,
Kevin Syler,Switch,69.0,155.0,71.0,,,,El Nino Bala,
Allen Crowder,Orthodox,75.0,245.0,76.0,,,,Pretty Boy,Heavyweight
Greg Hardy,Orthodox,77.0,265.0,80.0,,,,Prince of War,Heavyweight
Daron Cruickshank,Switch,68.0,155.0,72.0,,,,Detroit Superstar,Lightweight
Henry Martinez,Southpaw,67.0,155.0,69.0,,,,Sicario,Lightweight
Chris Tickle,Orthodox,69.0,155.0,,,,,BadBoy,Lightweight
Richard Crunkilton,Orthodox,67.0,155.0,,,,,Cleat,Lightweight
Dave Jansen,Orthodox,69.0,155.0,73.0,,,,No Nickname,
Sergio Gomez,Orthodox,66.0,155.0,,,,,No Nickname,
Mike Joy,Southpaw,66.0,155.0,,,,,No Nickname,
Nick Ertl,Orthodox,69.0,155.0,,,,,No Nickname,
Ivan Erslan,Orthodox,74.0,205.0,72.0,,,,No Nickname,Light Heavyweight
Keigo Kunihara,Orthodox,72.0,235.0,,,,,No Nickname,Heavyweight
Ivan Lopez,Southpaw,66.0,135.0,,,,,No Nickname,
Uros Medic,Southpaw,73.0,170.0,71.0,,,,The Doctor,Welterweight
Steven Nguyen,Switch,71.0,145.0,73.0,,,,The Ninja,Featherweight
Timmy Cuamba,Orthodox,69.0,135.0,71.0,,,,Twilight,Bantamweight
ChangHo Lee,Orthodox,68.0,135.0,69.0,,,,No Nickname,Bantamweight
Roberto Romero,Orthodox,68.0,145.0,70.0,,,,El Charro Negro,Featherweight
Mateo Vogel,Orthodox,68.0,145.0,71.0,,,,Carrapato,
Danny Silva,Switch,71.0,145.0,70.0,,,,El Puma,Featherweight
Chris Culley,Orthodox,,145.0,,,,,No Nickname,
Abel Cullum,Orthodox,67.0,139.0,,,,,The Silent Assassin,
Akiyo Nishiura,Southpaw,68.0,139.0,,,,,Wicky Akiyo,
Alexander Yakovlev,Southpaw,75.0,155.0,74.0,,,,Russian Thunder,Lightweight
Dominique Steele,Orthodox,61.0,170.0,74.0,,,,Non-Stop Action-Packed,Welterweight
Ben Alloway,Orthodox,71.0,170.0,76.0,,,,Blanco,Welterweight
Luke Cummo,Orthodox,72.0,170.0,74.0,,,,No Nickname,Welterweight
Tamdan McCrory,Switch,76.0,185.0,76.0,,,,The Barncat,Middleweight
Luigi Fioravanti,Orthodox,68.0,170.0,70.0,,,,No Nickname,Catch Weight
Edilberto de Oliveira,Orthodox,72.0,170.0,,,,,Crocota,Welterweight
Josh Haynes,Orthodox,69.0,170.0,,,,,Bring the Pain,Welterweight
Jonathan Goulet,Orthodox,72.0,170.0,73.0,,,,The Road Warrior,Welterweight
Jason Von Flue,Orthodox,72.0,170.0,,,,,Live Wire,Welterweight
Hugo Cunha,Orthodox,75.0,263.0,79.0,,,,Silverback,
Alton Cunningham,Orthodox,74.0,205.0,77.0,,,,The Bo-Man,
Tony Johnson,Orthodox,74.0,205.0,76.0,,,,No Nickname,
Bevon Lewis,Orthodox,75.0,185.0,79.0,,,,No Nickname,Middleweight
AJ Cunningham,Orthodox,61.0,135.0,71.0,,,,The Savage,Bantamweight
SuYoung You,Orthodox,66.0,135.0,65.0,,,,Yoo-Jitsu,Bantamweight
Tommy Cuozzi Jr.,Orthodox,69.0,145.0,71.0,,,,Little T,
Ramiro Jimenez,Southpaw,69.0,145.0,73.0,,,,El Cachanilla,
Santo Curatolo,Southpaw,63.0,125.0,62.0,,,,No Nickname,
Larry Cureton,Orthodox,74.0,240.0,,,,,No Nickname,Open Weight
Marco Ruas,Orthodox,73.0,210.0,,,,,King of the Streets,Open Weight
Stephen Ledbetter,Orthodox,69.0,145.0,,,,,No Nickname,
Hatsu Hioki,Orthodox,71.0,145.0,73.0,,,,No Nickname,Featherweight
Todd Lally,Orthodox,67.0,145.0,,,,,No Nickname,
Yan Xiaonan,Orthodox,65.0,115.0,63.0,,,,No Nickname,Women's Strawweight
Jamie Moyle,Orthodox,61.0,115.0,65.0,,,,No Nickname,Women's Strawweight
Emily Kagan,Orthodox,63.0,115.0,,,,,No Nickname,Women's Strawweight
Will Currie,Switch,75.0,185.0,76.0,,,,Drago,
Sean Lally,Orthodox,72.0,170.0,,,,,The Unpredictable One,
Jonathan Wilson,Southpaw,74.0,205.0,75.0,,,,Johnny Bravo,Light Heavyweight
Gleidson Cutis,Orthodox,69.0,155.0,,,,,Poney,
Sarah D'alelio,Orthodox,67.0,145.0,,,,,The Monster,
Marcos da Matta,Orthodox,64.0,145.0,,,,,Parrumpinha,
Pablo Alfonso,Orthodox,68.0,145.0,,,,,The Hurricane,
Gokhan Saki,Orthodox,72.0,205.0,73.0,,,,The Rebel,Light Heavyweight
Jordan Johnson,Orthodox,74.0,205.0,79.0,,,,No Nickname,Middleweight
Casey O'Neill,Orthodox,66.0,125.0,69.0,,,,King,Women's Flyweight
Isabela de Padua,Orthodox,63.0,125.0,64.0,,,,Belinha,Women's Flyweight
Alex Da Silva,Orthodox,68.0,155.0,73.0,,,,Leko,Lightweight
Joe Solecki,Orthodox,69.0,155.0,70.0,,,,No Nickname,Lightweight
Brad Riddell,Orthodox,67.0,155.0,71.0,,,,Quake,Lightweight
Kazula Vargas,Southpaw,68.0,155.0,71.0,,,,No Nickname,Lightweight
Radley Da Silva,Orthodox,69.0,145.0,71.0,,,,Snake Eyes,
George Mangos,Switch,61.0,145.0,70.0,,,,No Nickname,
Deni Daffa,Orthodox,72.0,155.0,74.0,,,,No Nickname,
Ren Yawei,Orthodox,69.0,155.0,69.0,,,,No Nickname,
Saygid Izagakhmaev,Orthodox,,170.0,,,,,No Nickname,
Claudio Silva,Southpaw,71.0,170.0,71.0,,,,Hannibal,Welterweight
Daniel Rodriguez,Southpaw,73.0,170.0,74.0,,,,D-Rod,Welterweight
Jesse Ronson,Southpaw,61.0,155.0,70.0,,,,The Body Snatcher,Lightweight
Peter Sobotta,Southpaw,72.0,170.0,75.0,,,,No Nickname,Welterweight
Aurelijus Kerpe,Orthodox,,,,,,,No Nickname,
Dave Dalgliesh,Orthodox,74.0,205.0,,,,,No Nickname,
Richard Dalton,Orthodox,73.0,205.0,,,,,No Nickname,
Ericka Almeida,Orthodox,66.0,115.0,,,,,No Nickname,Women's Strawweight
Leonardo Damiani,Orthodox,61.0,170.0,69.0,,,,Puppy,
Ivan Jorge,Orthodox,69.0,155.0,73.0,,,,Batman,Lightweight
Anistavio Medeiros,Orthodox,66.0,145.0,,,,,Gasparzinho,Featherweight
Carina Damm,Orthodox,64.0,135.0,,,,,Beauty But the Beast,
Hitomi Akano,Southpaw,64.0,135.0,,,,,Girlfight Monster,
Kevin Natividad,Orthodox,66.0,135.0,70.0,,,,Quicksand,Bantamweight
Cindy Dandois,Orthodox,67.0,135.0,,,,,Battlecat,Women's Bantamweight
Peter Danesoe,Orthodox,69.0,135.0,68.0,,,,The Asian Viking,
Sulangrangbo,Southpaw,69.0,135.0,66.0,,,,No Nickname,
Nyamjargal Tumendemberel,Orthodox,67.0,125.0,71.0,,,,Art of Knockout,Flyweight
Sim Kai Xiong,Orthodox,66.0,135.0,67.0,,,,Kobra,
Yorgan De Castro,Orthodox,72.0,250.0,74.0,,,,The Mad Titan,Heavyweight
Jose Daniel Medina,Orthodox,72.0,185.0,74.0,,,,Chicho,Middleweight
Ateba Gautier,Switch,76.0,185.0,81.0,,,,The Silent Assassin,Middleweight
Magomed Gadzhiyasulov,Orthodox,74.0,205.0,75.0,,,,No Nickname,Light Heavyweight
Raymond Daniels,Southpaw,74.0,185.0,,,,,No Nickname,
Jeremiah Metcalf,Orthodox,73.0,185.0,,,,,No Nickname,
Alexandre Dantas,Orthodox,74.0,238.0,,,,,Cafe,Heavyweight
Efrain Escudero,Orthodox,69.0,155.0,71.0,,,,Hecho En Mexico,Lightweight
Karen Darabedyan,Orthodox,67.0,155.0,68.0,,,,No Nickname,
Bart Palaszewski,Orthodox,69.0,145.0,70.0,,,,Bartimus,Featherweight
Renato Moicano,Orthodox,71.0,155.0,72.0,,,,No Nickname,Lightweight
Mateusz Gamrot,Southpaw,61.0,155.0,70.0,,,,Gamer,Lightweight
James Vick,Orthodox,75.0,155.0,76.0,,,,The Texecutioner,Lightweight
Ramsey Nijem,Orthodox,71.0,155.0,75.0,,,,No Nickname,Lightweight
Sean Daugherty,Orthodox,72.0,175.0,,,,,No Nickname,Open Weight
Scott Morris,Orthodox,61.0,210.0,,,,,No Nickname,Open Weight
Kyle Daukaus,Southpaw,74.0,185.0,76.0,,,,No Nickname,Middleweight
Roman Dolidze,Orthodox,74.0,185.0,76.0,,,,No Nickname,Middleweight
Michael Lombardo,Orthodox,72.0,170.0,72.0,,,,The Don,
Brian Davidson,Orthodox,66.0,145.0,,,,,No Nickname,
Russell Patrick,Orthodox,69.0,145.0,,,,,No Nickname,
Rick Davis,Orthodox,69.0,155.0,,,,,The Flying Squirrel,Lightweight
Paul Taylor,Orthodox,72.0,155.0,72.0,,,,Relentless,Lightweight
Jason Tan,Orthodox,61.0,170.0,,,,,No Nickname,Welterweight
Pete Spratt,Orthodox,69.0,170.0,,,,,The Secret Weapon,Welterweight
Josh Grispi,Orthodox,71.0,145.0,74.0,,,,The Fluke,Featherweight
Deividas Taurosevicius,Southpaw,69.0,145.0,68.0,,,,No Nickname,
Javier Vazquez,Southpaw,67.0,145.0,69.0,,,,Showtime,Featherweight
Bao Quach,Orthodox,63.0,145.0,,,,,No Nickname,
Vinny Magalhaes,Orthodox,75.0,205.0,75.0,,,,Pezao,Light Heavyweight
Wagner Prado,Southpaw,72.0,205.0,74.0,,,,Caldeirao,Light Heavyweight
Rodney Wallace,Switch,69.0,205.0,72.0,,,,Shonuff the Master,Light Heavyweight
Lemont Davis,Orthodox,68.0,170.0,,,,,No Nickname,
Dillon Smith,Orthodox,72.0,170.0,,,,,No Nickname,
Brian Schwartz,Orthodox,75.0,170.0,,,,,No Nickname,
OJ Dominguez,Orthodox,,,,,,,No Nickname,
Justin Davis,Orthodox,71.0,205.0,,,,,Dangerous,
Dennis Hallman,Orthodox,69.0,155.0,72.0,,,,Superman,Lightweight
Sabina Mazo,Orthodox,67.0,125.0,70.0,,,,Colombian Queen,Women's Flyweight
Danny Davis,Orthodox,74.0,170.0,,,,,No Nickname,
Quinn Mulhern,Orthodox,75.0,155.0,,,,,No Nickname,Lightweight
Mitch Ramirez,Orthodox,71.0,155.0,71.0,,,,No Nickname,Lightweight
Fares Ziam,Orthodox,73.0,155.0,75.0,,,,The Smile Killer,Lightweight
Mason Jones,Orthodox,61.0,155.0,74.0,,,,The Dragon,Lightweight
Thomas Gifford,Orthodox,73.0,155.0,75.0,,,,The Young Lion,Lightweight
Yoshinori Horie,Orthodox,68.0,145.0,70.0,,,,No Nickname,Featherweight
Danny Henry,Orthodox,72.0,145.0,73.0,,,,The Hatchet,Featherweight
Grant Dawson,Switch,61.0,155.0,72.0,,,,KGD,Lightweight
Rafa Garcia,Orthodox,67.0,155.0,70.0,,,,Gifted,Lightweight
Damir Ismagulov,Orthodox,61.0,155.0,74.0,,,,Qazaq,Lightweight
Nad Narimani,Orthodox,68.0,145.0,70.0,,,,Smiler,Featherweight
Adrian Diaz,Southpaw,61.0,145.0,,,,,No Nickname,
Martin Day,Orthodox,61.0,145.0,73.0,,,,The Spartan,Featherweight
Anderson Dos Santos,Orthodox,65.0,135.0,70.0,,,,Berinja,Bantamweight
Pingyuan Liu,Orthodox,66.0,135.0,72.0,,,,No Nickname,Bantamweight
Jaime Alvarez,Orthodox,68.0,125.0,69.0,,,,No Nickname,
Angel De Anda,Orthodox,69.0,225.0,,,,,The Dream,
Daniel Spohn,Southpaw,76.0,205.0,79.0,,,,Dragon,Light Heavyweight
Justin Tafa,Southpaw,72.0,264.0,74.0,,,,Bad Man,Heavyweight
Sanford Alton Meeks,Orthodox,77.0,265.0,75.0,,,,No Nickname,
Todd Duffee,Orthodox,75.0,260.0,78.0,,,,No Nickname,Heavyweight
Oli Thompson,Orthodox,73.0,242.0,75.0,,,,No Nickname,Heavyweight
Tatiana Suarez,Southpaw,65.0,115.0,66.0,,,,No Nickname,Women's Strawweight
Rachael Ostovich,Orthodox,63.0,125.0,62.0,,,,No Nickname,Women's Flyweight
Christina Marks,Orthodox,67.0,125.0,69.0,,,,No Nickname,Women's Flyweight
Mark De La Rosa,Orthodox,66.0,135.0,65.0,,,,Bumblebee,Bantamweight
Jordan Espinosa,Orthodox,66.0,125.0,69.0,,,,The Gamer,Bantamweight
Elias Garcia,Southpaw,65.0,125.0,67.0,,,,No Nickname,Flyweight
Yui Chul Nam,Orthodox,69.0,145.0,,,,,The Korean Bulldozer,Lightweight
Rodrigo de Lima,Orthodox,67.0,155.0,,,,,Monstro,Lightweight
Johil de Oliveira,Orthodox,66.0,170.0,,,,,No Nickname,
Jorge de Oliveira,Orthodox,68.0,155.0,,,,,Blade,Lightweight
Jair De Oliveira,Orthodox,69.0,205.0,69.0,,,,Mamute,
Rafael Tobias,Orthodox,74.0,205.0,74.0,,,,Bipolar,
Cheyanne Vlismas,Switch,63.0,115.0,63.0,,,,The Warrior Princess,Women's Strawweight
Jinh Yu Frey,Southpaw,63.0,115.0,65.0,,,,No Nickname,Women's Strawweight
Pauline Macias,Southpaw,64.0,115.0,64.0,,,,PITA,
Julianna Pena,Orthodox,66.0,135.0,69.0,,,,The Venezuelan Vixen,Women's Bantamweight
Aspen Ladd,Orthodox,66.0,135.0,66.0,,,,No Nickname,Women's Bantamweight
Larissa Pacheco,Orthodox,67.0,135.0,,,,,No Nickname,Women's Bantamweight
Hiroko Yamanaka,Orthodox,71.0,135.0,,,,,Cat's Eye,
Stephanie Webber,Orthodox,66.0,135.0,,,,,No Nickname,
Reinier de Ridder,Southpaw,76.0,185.0,78.0,,,,RdR,Middleweight
Crezio de Souza,Orthodox,,170.0,,,,,No Nickname,
Carl Deaton,Orthodox,67.0,155.0,69.0,,,,The Anishinaabe Kid,Lightweight
Alexander Munoz,Switch,69.0,155.0,72.0,,,,No Nickname,Lightweight
Tom DeBlass,Orthodox,72.0,185.0,,,,,No Nickname,Middleweight
Issac DeJesus,Orthodox,,145.0,,,,,No Nickname,
Rafael Del Real,Orthodox,71.0,225.0,,,,,No Nickname,
Dan Molina,Orthodox,61.0,216.0,,,,,No Nickname,
Lolohea Mahe,Orthodox,,,,,,,No Nickname,
Wallen Del Rosario,Orthodox,64.0,125.0,67.0,,,,No Nickname,
Yadier del Valle,Southpaw,69.0,145.0,69.0,,,,The Cuban Problem,Featherweight
Isaac Dulgarian,Orthodox,67.0,145.0,71.0,,,,The Midwest Choppa,Featherweight
Antonio Monteiro,Orthodox,67.0,145.0,70.0,,,,Junior Negao,
Jose Delano,Orthodox,68.0,145.0,70.0,,,,No Nickname,
Manuel Exposito,Orthodox,67.0,145.0,68.0,,,,No Nickname,
Humberto DeLeon,Orthodox,,135.0,,,,,No Nickname,
Chad Robichaux,Orthodox,64.0,135.0,,,,,Robo,
Rolando Delgado,Orthodox,75.0,155.0,77.0,,,,Roli,Lightweight
Andre Winner,Orthodox,71.0,155.0,73.0,,,,No Nickname,Lightweight
John Polakowski,Orthodox,61.0,155.0,,,,,Buckets of Blood,Lightweight
Jose Delgado,Switch,71.0,145.0,74.0,,,,No Nickname,Featherweight
Hyder Amil,Switch,69.0,145.0,70.0,,,,The Hurricane,Featherweight
Ernie Juarez,Orthodox,68.0,145.0,70.0,,,,The Young Titan,
Bassil Hafez,Orthodox,71.0,170.0,72.0,,,,The Habibi,Welterweight
Ramazan Emeev,Southpaw,61.0,170.0,76.0,,,,Gorets,Welterweight
Pete Rodriguez,Switch,69.0,170.0,71.0,,,,Dead Game,Welterweight
Yuta Sasaki,Southpaw,61.0,125.0,71.0,,,,Ulka,Flyweight
Michinori Tanaka,Orthodox,65.0,135.0,67.0,,,,No Nickname,Bantamweight
Nick Denis,Orthodox,67.0,135.0,,,,,The Ninja of Love,Bantamweight
Jon Delos Reyes,Orthodox,66.0,125.0,67.0,,,,The Heat,Flyweight
Roldan Sangcha'an,Orthodox,64.0,125.0,,,,,The Executioner,Flyweight
Joe Slick,Orthodox,72.0,199.0,,,,,No Nickname,Middleweight
Royce Gracie,Southpaw,73.0,175.0,,,,,No Nickname,Open Weight
Trent Jenkins,Orthodox,74.0,185.0,,,,,No Nickname,
Justin DeMoney,Orthodox,,170.0,,,,,No Nickname,
Vanessa Demopoulos,Orthodox,62.0,125.0,59.0,,,,Lil Monster,Women's Strawweight
Jaqueline Amorim,Orthodox,63.0,115.0,68.0,,,,No Nickname,Women's Strawweight
Emily Ducote,Orthodox,62.0,115.0,63.0,,,,Gordinha,Women's Strawweight
Kanako Murata,Orthodox,61.0,115.0,62.0,,,,No Nickname,Women's Strawweight
Silvana Gomez Juarez,Orthodox,63.0,115.0,65.0,,,,La Malvada,Women's Strawweight
Cory McKenna,Orthodox,63.0,115.0,58.0,,,,Poppins,Women's Strawweight
Joseph Sandoval,Southpaw,67.0,135.0,,,,,No Nickname,Bantamweight
Thomas Denny,Orthodox,61.0,170.0,,,,,The Wildman,
Alex Karalexis,Orthodox,68.0,155.0,66.0,,,,The Assassin,Welterweight
Robert Densley,Orthodox,69.0,155.0,,,,,The Wrecker,
Jason Dent,Orthodox,61.0,155.0,71.0,,,,Dynamite,Lightweight
Cameron Dollar,Orthodox,71.0,155.0,,,,,No Nickname,Lightweight
Amanda Lemos,Southpaw,64.0,115.0,65.0,,,,No Nickname,Women's Strawweight
Tecia Pennington,Orthodox,61.0,115.0,60.0,,,,Tiny Tornado,Women's Strawweight
Virna Jandiroba,Orthodox,63.0,115.0,64.0,,,,Carcara,Women's Strawweight
James Wade,Orthodox,61.0,205.0,,,,,No Nickname,
Chatt Lavender,Orthodox,68.0,170.0,,,,,No Nickname,
Paul Rodriguez,Orthodox,67.0,155.0,,,,,No Nickname,Welterweight
Austen Lane,Orthodox,78.0,245.0,80.0,,,,No Nickname,Heavyweight
Cory Devela,Orthodox,60.0,185.0,,,,,The One,
Edwin DeWees,Orthodox,73.0,185.0,,,,,Babyface,Middleweight
Bojan Velickovic,Southpaw,72.0,170.0,76.0,,,,Serbian Steel,Welterweight
Micol Di Segni,Orthodox,63.0,115.0,60.0,,,,No Nickname,
Thomas Diagne,Orthodox,73.0,154.0,,,,,No Nickname,
Aaron Lanfranco,Orthodox,,155.0,,,,,No Nickname,
Caros Fodor,Orthodox,69.0,155.0,74.0,,,,The Future,Lightweight
Merritt Warren,Southpaw,61.0,155.0,,,,,No Nickname,
Kaleo Kwan,Orthodox,67.0,155.0,,,,,Leo Boy,
Kaue Fernandes,Orthodox,69.0,155.0,73.0,,,,No Nickname,Lightweight
Damir Hadzovic,Orthodox,69.0,155.0,70.0,,,,The Bosnian Bomber,Lightweight
Rafael Alves,Orthodox,68.0,155.0,68.0,,,,The Turn,Lightweight
Lando Vannata,Orthodox,69.0,155.0,71.0,,,,Groovy,Featherweight
Nasrat Haqparast,Southpaw,61.0,155.0,72.0,,,,No Nickname,Lightweight
Tyler Diamond,Orthodox,67.0,145.0,69.0,,,,No Nickname,Featherweight
Charles Radtke,Orthodox,69.0,170.0,72.0,,,,Chuck Buffalo,Welterweight
Jeremiah Wells,Switch,69.0,170.0,74.0,,,,No Nickname,Welterweight
Hacran Dias,Orthodox,68.0,155.0,69.0,,,,Barnabe,Featherweight
Levan Makashvili,Orthodox,68.0,145.0,68.0,,,,The Hornet,Featherweight
Luis Felipe Dias,Orthodox,61.0,185.0,74.0,,,,No Nickname,
Donavon Hedrick,Orthodox,71.0,185.0,76.0,,,,No Nickname,
Magno Dias,Orthodox,65.0,135.0,67.0,,,,The Violence,
Louis Jourdain,Orthodox,69.0,135.0,69.0,,,,The Mad Prince,
Frank Shamrock,Orthodox,61.0,185.0,,,,,No Nickname,Middleweight
Katsuya Inoue,Southpaw,69.0,168.0,,,,,No Nickname,
Mike Aina,Orthodox,69.0,155.0,,,,,Iron,
Sean Sherk,Orthodox,66.0,155.0,67.0,,,,The Muscle Shark,Lightweight
Jeremy Jackson,Orthodox,61.0,170.0,,,,,Scorpion,Welterweight
Rory Markham,Orthodox,72.0,170.0,71.0,,,,No Nickname,Welterweight
Joe Hurley,Orthodox,68.0,155.0,,,,,No Nickname,
Gilbert Rael,Orthodox,68.0,155.0,,,,,No Nickname,
Tony Juarez,Orthodox,,155.0,,,,,No Nickname,
Alejandro Garcia,Orthodox,67.0,145.0,,,,,Alex,
Ryan Diaz,Orthodox,,145.0,,,,,No Nickname,
Chris Gruetzemacher,Orthodox,68.0,155.0,68.0,,,,Gritz,Lightweight
Ozzy Diaz,Orthodox,76.0,185.0,79.0,,,,No Nickname,Middleweight
Zhang Mingyang,Orthodox,74.0,205.0,75.0,,,,Mountain Tiger,Light Heavyweight
Juan Diaz,Orthodox,68.0,135.0,69.0,,,,Pegajoso,
Kwon Wonil,Orthodox,61.0,135.0,71.0,,,,Pretty Boy,
Kyle Dietz,Orthodox,68.0,135.0,,,,,No Nickname,
Seth Dikun,Orthodox,61.0,135.0,69.0,,,,No Nickname,
Frank Gomez,Orthodox,61.0,135.0,67.0,,,,No Nickname,
Walel Watson,Orthodox,71.0,135.0,75.0,,,,The Gazelle,Bantamweight
Ralph Dillon,Orthodox,74.0,205.0,,,,,Rage,
Drew Dimanlig,Orthodox,,185.0,,,,,No Nickname,
Scott Graham,Orthodox,76.0,185.0,,,,,No Nickname,
J.T Taylor,Orthodox,61.0,,,,,,The Outlaw,
Ding Meng,Orthodox,74.0,170.0,73.0,,,,The Assassin,
Rami Hamed,Orthodox,73.0,170.0,71.0,,,,No Nickname,
Rodolfo Marques Diniz,Orthodox,66.0,135.0,,,,,No Nickname,
Bibiano Fernandes,Orthodox,67.0,139.0,,,,,No Nickname,
Yusup Saadulaev,Orthodox,66.0,135.0,,,,,Maestro,
Jhonata Diniz,Orthodox,76.0,254.0,79.0,,,,No Nickname,Heavyweight
Alvin Hines,Orthodox,74.0,265.0,74.0,,,,Goozie,Heavyweight
Eduardo Neves,Orthodox,74.0,263.0,78.0,,,,Bebezao,
Helio Dipp,Orthodox,77.0,185.0,,,,,No Nickname,
Rico DiSciullo,Orthodox,68.0,135.0,,,,,No Nickname,
John Dixson,Orthodox,72.0,275.0,,,,,Big John,
Kazunari Murakami,Orthodox,73.0,220.0,,,,,No Nickname,
Kwan Ho Kwak,Switch,65.0,135.0,,,,,No Nickname,Bantamweight
Leandro Issa,Orthodox,67.0,135.0,69.0,,,,Brodinho,Bantamweight
Kyle Prepolec,Southpaw,61.0,155.0,70.0,,,,Killshot,Lightweight
Islam Makhachev,Southpaw,61.0,170.0,70.0,,,,No Nickname,Welterweight
Sean Spencer,Orthodox,61.0,170.0,74.0,,,,Black Magic,Welterweight
Tafon Nchukwi,Orthodox,72.0,185.0,77.0,,,,Da Don,Light Heavyweight
David Dodd,Orthodox,74.0,200.0,,,,,No Nickname,Middleweight
Tyrone Roberts,Orthodox,69.0,185.0,,,,,Native Warrior,Middleweight
Travis Fulton,Orthodox,72.0,240.0,,,,,The Ironman,Heavyweight
John Dodson,Orthodox,63.0,135.0,66.0,,,,The Magician,Bantamweight
Petr Yan,Switch,67.0,135.0,67.0,,,,No Mercy,Bantamweight
Darrell Montague,Southpaw,66.0,125.0,67.0,,,,Mongoose,Flyweight
Laureano Staropoli,Orthodox,73.0,185.0,71.0,,,,Pepi,Welterweight
John Allan,Orthodox,73.0,205.0,75.0,,,,No Nickname,Light Heavyweight
Khadis Ibragimov,Orthodox,75.0,205.0,78.0,,,,No Nickname,Light Heavyweight
Khalid Murtazaliev,Orthodox,72.0,185.0,76.0,,,,No Nickname,Middleweight
Goran Reljic,Southpaw,75.0,205.0,81.0,,,,No Nickname,Light Heavyweight
Jay Silva,Southpaw,74.0,185.0,,,,,No Nickname,Middleweight
Jesse Taylor,Orthodox,72.0,170.0,73.0,,,,JT Money,Welterweight
Dennis Dombrow,Orthodox,,145.0,,,,,No Nickname,
Drew Pendleton,Orthodox,,145.0,,,,,No Nickname,
Dong Huaxiang,Switch,63.0,115.0,61.0,,,,No Nickname,
Priya Sharma,Orthodox,61.0,115.0,59.0,,,,The Catwoman,
